Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
258,13.0,0.0,0.0,8297.0,13.0,472.0,65236.0,0.1,298.5060000000002,0.0,0.0,9062.622076749802,,,,,,,,,,,,,,,,,,,,,116.9328252233077,70.40141957847976,243.80106482318038,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,13.0,0.0,0.0,8406.0,14.0,109.0,65345.0,0.1,75.10599999999997,0.0,0.0,9070.362644433975,,,,,,,,,,,,,,,,,,,,,32.44742633046288,23.452331968674436,71.71258398536631,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,13.0,0.0,0.0,9256.0,15.0,850.0,66195.0,0.1,540.2110000000018,0.0,0.0,9128.79826593399,,,,,,,,,,,,,,,,,,,,,200.18362957719378,110.26965933279641,370.7961363359211,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,14.0,0.0,0.0,222.0,1.0,222.0,66417.0,0.1,161.90799999999993,0.0,0.0,9907.695286750793,,,,,,,,,,,,,,,,,,,,,65.55710312441188,45.54789292152516,147.64947440571765,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,14.0,0.0,0.0,1366.0,2.0,1144.0,67561.0,0.1,854.0000000000022,0.0,0.0,9986.431872606277,,,,,,,,,,,,,,,,,,,,,295.9533910962382,144.35744968037622,516.4617275793336,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,14.0,0.0,0.0,1501.0,3.0,135.0,67696.0,0.1,102.20599999999999,0.0,0.0,9995.900272369385,,,,,,,,,,,,,,,,,,,,,44.764723245236574,30.402394392145784,96.3553767600364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,14.0,0.0,0.0,1576.0,4.0,75.0,67771.0,0.1,37.807,0.0,0.0,10001.418910741806,,,,,,,,,,,,,,,,,,,,,12.511037690480695,11.418207517399258,36.94252027123614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,14.0,0.0,0.0,2719.0,5.0,1143.0,68914.0,0.1,892.5010000000015,0.0,0.0,10079.906447410583,,,,,,,,,,,,,,,,,,,,,305.51666165649306,156.08697209818857,544.3836787003497,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,14.0,0.0,0.0,3406.0,6.0,687.0,69601.0,0.1,528.8060000000004,0.0,0.0,10127.112426996231,,,,,,,,,,,,,,,,,,,,,210.57406900784582,117.15198131599246,384.9110517841263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,14.0,0.0,0.0,3508.0,7.0,102.0,69703.0,0.1,84.707,0.0,0.0,10134.255713939667,,,,,,,,,,,,,,,,,,,,,35.49114641215219,26.528680573032933,81.24932045755517,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,14.0,0.0,0.0,3574.0,8.0,66.0,69769.0,0.1,34.006,0.0,0.0,10139.054474592209,,,,,,,,,,,,,,,,,,,,,13.075677051371475,10.60484592698445,33.20939088699259,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,14.0,0.0,0.0,3995.0,9.0,421.0,70190.0,0.1,304.4050000000001,0.0,0.0,10168.11327958107,,,,,,,,,,,,,,,,,,,,,125.76811487338347,73.78079738614582,251.9602922625383,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,14.0,0.0,0.0,5130.0,10.0,1135.0,71325.0,0.1,889.6000000000007,0.0,0.0,10245.860396146774,,,,,,,,,,,,,,,,,,,,,306.48283942391777,157.96603012984548,542.827088603972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,14.0,0.0,0.0,5309.0,11.0,179.0,71504.0,0.1,141.30599999999998,0.0,0.0,10258.289757966995,,,,,,,,,,,,,,,,,,,,,60.486701409124215,40.61542739123021,130.74023016787237,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,14.0,0.0,0.0,6205.0,12.0,896.0,72400.0,0.1,710.8050000000012,0.0,0.0,10319.67911696434,,,,,,,,,,,,,,,,,,,,,260.587663384251,136.6208326652153,478.27452438195047,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,14.0,0.0,0.0,6804.0,13.0,599.0,72999.0,0.1,442.90800000000047,0.0,0.0,10360.811977863312,,,,,,,,,,,,,,,,,,,,,174.07160144045952,105.97602171884719,339.3174062322232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,14.0,0.0,0.0,7268.0,14.0,464.0,73463.0,0.1,390.80600000000004,0.0,0.0,10392.939288139343,,,,,,,,,,,,,,,,,,,,,160.4737662981903,97.15291360774195,316.9798150880007,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,14.0,0.0,0.0,7603.0,15.0,335.0,73798.0,0.1,203.6059999999997,0.0,0.0,10415.95258975029,,,,,,,,,,,,,,,,,,,,,83.60105203343178,51.27715208321367,175.95137436615843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,14.0,0.0,0.0,8723.0,16.0,1120.0,74918.0,0.1,824.2000000000018,0.0,0.0,10492.944438934326,,,,,,,,,,,,,,,,,,,,,293.21964756438337,137.78578208449017,496.7870720849881,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,15.0,0.0,0.0,0.0,0.0,659.0,75577.0,0.1,486.206,0.0,0.0,11245.952390432358,,,,,,,,,5.3245263,0.9343486,7.4660745,4.3365192,,,,,74.18356,42.89623,232.89566,16.71535,198.5641578558768,102.34831133548158,356.063991892771,0.001,1.6856413,0.0,1.6856413,1.6856413,8.330814424814648e-17,0.9999999993824923,9.006939283142216,-8.36198239320212,106.27931,22.793137,146.4093,-23.604443,5.406902,0.8787893,7.405158,4.460621,-0.06476854,0.058208212,0.07899446,-0.10724662,114.69640139956607,28.357517243361738,157.1629787264746,-5.401017153241847,0.28015402,0.0,0.28015402,0.28015402,1.1680837,1.4342048,117.630806,9.287219e-27,1.0146848,0.17699882,1.2,0.8
278,15.0,0.0,0.0,1048.0,1.0,1048.0,76625.0,0.1,755.9070000000016,0.0,0.0,11406.136330366135,,,,,,,,,,,,,,,,,,,,,264.47592371582516,130.61155812977415,479.69514253574397,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,15.0,0.0,0.0,1349.0,2.0,301.0,76926.0,0.1,253.00599999999997,0.0,0.0,11427.15148472786,,,,,,,,,,,,,,,,,,,,,108.59009271236783,67.85148153602262,220.76168470129528,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,15.0,0.0,0.0,1476.0,3.0,127.0,77053.0,0.1,86.00599999999991,0.0,0.0,11436.007692813873,,,,,,,,,,,,,,,,,,,,,33.895593041105684,26.434261147166495,81.86490763414025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,15.0,0.0,0.0,2623.0,4.0,1147.0,78200.0,0.1,919.1000000000007,0.0,0.0,11514.909265756607,,,,,,,,,,,,,,,,,,,,,326.38928778763784,153.8775170670199,545.8225862575074,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,15.0,0.0,0.0,3789.0,5.0,1166.0,79366.0,0.1,953.9000000000005,0.0,0.0,11594.856703042984,,,,,,,,,,,,,,,,,,,,,338.6605480017217,160.67032089017292,560.1415239363407,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,15.0,0.0,0.0,4376.0,6.0,587.0,79953.0,0.1,465.90499999999986,0.0,0.0,11635.237754821777,,,,,,,,,,,,,,,,,,,,,193.36435503852192,102.94767088032351,353.105982451308,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,15.0,0.0,0.0,4916.0,7.0,540.0,80493.0,0.1,426.20600000000013,0.0,0.0,11672.158403158188,,,,,,,,,,,,,,,,,,,,,187.34901671174296,99.99652730346087,325.68858245198055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,15.0,0.0,0.0,5243.0,8.0,327.0,80820.0,0.1,215.40599999999995,0.0,0.0,11694.541867733002,,,,,,,,,,,,,,,,,,,,,93.50097747269649,53.68793762544603,185.20139796095225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,15.0,0.0,0.0,6001.0,9.0,758.0,81578.0,0.1,601.1070000000001,0.0,0.0,11746.659740447998,,,,,,,,,,,,,,,,,,,,,237.3855426559383,125.34054436738974,422.01236137719127,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,15.0,0.0,0.0,7191.0,10.0,1190.0,82768.0,0.1,897.8000000000013,0.0,0.0,11828.094843149185,,,,,,,,,,,,,,,,,,,,,306.3391638025061,156.79434616338446,534.3245097700473,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,15.0,0.0,0.0,7503.0,11.0,312.0,83080.0,0.1,247.207,0.0,0.0,11849.566816806793,,,,,,,,,,,,,,,,,,,,,103.45447928695899,65.06181570980596,215.3597065157939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,15.0,0.0,0.0,7880.0,12.0,377.0,83457.0,0.1,265.40499999999986,0.0,0.0,11875.449840068817,,,,,,,,,,,,,,,,,,,,,111.3784640771551,67.16777396969165,223.86282082173523,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,15.0,0.0,0.0,8202.0,13.0,322.0,83779.0,0.1,265.4050000000001,0.0,0.0,11897.598332881927,,,,,,,,,,,,,,,,,,,,,112.02767695716615,68.83991706183575,229.7914411105727,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,15.0,0.0,0.0,9070.0,14.0,868.0,84647.0,0.1,651.5070000000006,0.0,0.0,11957.019161462784,,,,,,,,,,,,,,,,,,,,,245.50659340485487,128.7322049152385,439.2854084560891,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,15.0,0.0,0.0,9192.0,15.0,122.0,84769.0,0.1,83.70499999999998,0.0,0.0,11965.530058383942,,,,,,,,,,,,,,,,,,,,,36.179500389068814,23.823494162736903,79.44992134530285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,15.0,0.0,0.0,9555.0,16.0,363.0,85132.0,0.1,283.11,0.0,0.0,11990.639440774918,,,,,,,,,,,,,,,,,,,,,120.05786006128596,73.86136429787254,240.00877433765422,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,15.0,0.0,0.0,9812.0,17.0,257.0,85389.0,0.1,167.30699999999996,0.0,0.0,12008.717199087143,,,,,,,,,,,,,,,,,,,,,68.52365626851861,44.026531272524316,149.99626286846487,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,15.0,0.0,0.0,9847.0,18.0,35.0,85424.0,0.1,19.106000000000016,0.0,0.0,12011.47062754631,,,,,,,,,,,,,,,,,,,,,6.27269994113471,6.494324096080123,18.924285148071284,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,16.0,0.0,0.0,1176.0,1.0,1176.0,86600.0,0.1,906.2000000000007,0.0,0.0,12887.294750928879,,,,,,,,,,,,,,,,,,,,,317.3340147815799,147.517079107251,534.0828301944194,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,16.0,0.0,0.0,2332.0,2.0,1156.0,87756.0,0.1,911.4000000000012,0.0,0.0,12966.616455316544,,,,,,,,,,,,,,,,,,,,,318.5573763396873,149.44740651530506,544.2355999155518,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,16.0,0.0,0.0,2961.0,3.0,629.0,88385.0,0.1,476.8080000000002,0.0,0.0,13009.961521863937,,,,,,,,,,,,,,,,,,,,,190.51852498876292,103.82706410142067,357.6868638228503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,16.0,0.0,0.0,4155.0,4.0,1194.0,89579.0,0.1,983.1000000000004,0.0,0.0,13091.849522829056,,,,,,,,,,,,,,,,,,,,,351.33459100274246,159.99984797528663,567.1768505273944,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,16.0,0.0,0.0,4400.0,5.0,245.0,89824.0,0.1,139.90599999999975,0.0,0.0,13108.907888412476,,,,,,,,,,,,,,,,,,,,,58.96489922577019,38.689621938395355,125.71089577033123,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,16.0,0.0,0.0,5496.0,6.0,1096.0,90920.0,0.1,799.8000000000011,0.0,0.0,13184.328924179077,,,,,,,,,,,,,,,,,,,,,289.6144317507072,135.75017735971147,483.3487970465204,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,16.0,0.0,0.0,6181.0,7.0,685.0,91605.0,0.1,509.0060000000012,0.0,0.0,13231.280423164368,,,,,,,,,,,,,,,,,,,,,196.12315478151388,111.93716668823009,375.412087738051,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,16.0,0.0,0.0,7295.0,8.0,1114.0,92719.0,0.1,807.6210000000005,0.0,0.0,13307.65660738945,,,,,,,,,,,,,,,,,,,,,293.22123856727336,135.55002096814596,481.9359301604471,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,16.0,0.0,0.0,8473.0,9.0,1178.0,93897.0,0.1,936.4000000000012,0.0,0.0,13388.453118085861,,,,,,,,,,,,,,,,,,,,,319.65620777743936,164.26463184707455,560.9663589897957,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,16.0,0.0,0.0,8792.0,10.0,319.0,94216.0,0.1,258.80700000000013,0.0,0.0,13410.610172986984,,,,,,,,,,,,,,,,,,,,,108.64916485483913,68.60402603635225,224.596885585592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,17.0,0.0,0.0,0.0,0.0,933.0,95149.0,0.1,780.8050000000004,0.0,0.0,14521.115783691406,,,,,,,,,5.4607763,1.0055739,8.029317,4.558588,,,,,84.76507,49.742947,281.15973,17.903564,285.85928872928207,151.95695905956,515.128024536628,0.001,1.4124302,0.0,1.4124302,1.4124302,-2.3380326523725662e-17,0.9999999994226707,6.749755127097228,-9.083690412431181,128.02315,21.342642,169.62743,-17.094723,5.534064,0.9550416,7.9746327,4.668337,-0.05826674,0.051741432,0.07028692,-0.09675601,137.46052863716986,25.15071118085795,178.77930419760943,-0.8840837901259864,0.32208022,0.0,0.32208022,0.32208022,1.1764818,3.2833734,286.25806,7.1202024e-23,1.0004773,0.17764693,1.2,0.8
307,17.0,0.0,0.0,469.0,1.0,469.0,95618.0,0.1,365.707,0.0,0.0,14583.85251379013,,,,,,,,,,,,,,,,,,,,,159.1192375623141,88.00032191905146,291.6631121444516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,17.0,0.0,0.0,1680.0,2.0,1211.0,96829.0,0.1,976.8000000000006,0.0,0.0,14666.884753704071,,,,,,,,,,,,,,,,,,,,,335.5410717412458,166.77295988502362,571.602395309575,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,17.0,0.0,0.0,1829.0,3.0,149.0,96978.0,0.1,100.1079999999998,0.0,0.0,14677.180711269379,,,,,,,,,,,,,,,,,,,,,34.066061281881865,31.822010931282776,95.22250665981251,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,17.0,0.0,0.0,2053.0,4.0,224.0,97202.0,0.1,153.508,0.0,0.0,14692.81936955452,,,,,,,,,,,,,,,,,,,,,69.34807479001924,45.083323961072324,138.2503937842105,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,17.0,0.0,0.0,2397.0,5.0,344.0,97546.0,0.1,204.92099999999982,0.0,0.0,14716.580592393875,,,,,,,,,,,,,,,,,,,,,76.98804049101497,55.84033420512645,178.7945243252169,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,17.0,0.0,0.0,3505.0,6.0,1108.0,98654.0,0.1,820.6070000000009,0.0,0.0,14792.729110956192,,,,,,,,,,,,,,,,,,,,,291.31388884401474,143.15988739732865,498.82836907060346,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,17.0,0.0,0.0,4675.0,7.0,1170.0,99824.0,0.1,918.0000000000015,0.0,0.0,14873.147945404053,,,,,,,,,,,,,,,,,,,,,316.48798643889285,148.83791326467502,548.8061192989735,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,17.0,0.0,0.0,5855.0,8.0,1180.0,101004.0,0.1,986.2000000000005,0.0,0.0,14954.238376140594,,,,,,,,,,,,,,,,,,,,,349.4397589279215,161.31757979791726,575.0105305155516,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,17.0,0.0,0.0,7021.0,9.0,1166.0,102170.0,0.1,909.1000000000015,0.0,0.0,15034.025645017624,,,,,,,,,,,,,,,,,,,,,314.3267753337306,160.73381011373104,543.6817998788274,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,17.0,0.0,0.0,8088.0,10.0,1067.0,103237.0,0.1,833.6110000000018,0.0,0.0,15107.169293165207,,,,,,,,,,,,,,,,,,,,,291.0511307112383,154.28310828974463,524.1071336913573,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,17.0,0.0,0.0,8443.0,11.0,355.0,103592.0,0.1,258.812,0.0,0.0,15131.475437641144,,,,,,,,,,,,,,,,,,,,,98.81876721634247,66.00830359446721,224.17947240353308,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,18.0,0.0,0.0,0.0,0.0,1144.0,104736.0,0.1,899.9000000000012,0.0,0.0,16241.759925842285,,,,,,,,,4.9926567,0.94576555,7.2361603,3.9109051,,,,,95.4929,59.601295,323.58994,17.066595,322.25920544208316,160.3550051624918,532.2995357462136,1.0,1.271423,0.0,1.271423,1.271423,-7.411523268593931e-17,0.9999999994021385,8.122533088358656,-9.681652391471529,136.28642,22.300695,180.00139,-8.122715,5.0668616,0.8963687,7.181783,4.020754,-0.060652893,0.051129635,0.06857029,-0.097134136,144.9512688624885,29.007901428309673,185.30858432650913,-0.604460752229953,0.3663745,0.0,0.3663745,0.3663745,1.2314041,2.685988,644.3332,5.748239e-23,1.0176728,0.17853634,1.2,0.8
319,18.0,0.0,0.0,1181.0,1.0,1181.0,105917.0,0.1,946.9000000000007,0.0,0.0,16359.867815494537,,,,,,,,,,,,,,,,,,,,,328.1829644363159,156.26239166288343,560.4362310265316,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,18.0,0.0,0.0,1343.0,2.0,162.0,106079.0,0.1,118.60499999999999,0.0,0.0,16371.473602771759,,,,,,,,,,,,,,,,,,,,,51.90353919671123,32.741705593410536,110.4173509346512,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,18.0,0.0,0.0,2215.0,3.0,872.0,106951.0,0.1,680.6080000000013,0.0,0.0,16431.653136491776,,,,,,,,,,,,,,,,,,,,,253.11985212011902,134.0986934232133,460.80864543347747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,18.0,0.0,0.0,3389.0,4.0,1174.0,108125.0,0.1,978.5000000000008,0.0,0.0,16512.160882472992,,,,,,,,,,,,,,,,,,,,,340.96613525740287,161.04736363484406,579.3639056552119,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,18.0,0.0,0.0,4596.0,5.0,1207.0,109332.0,0.1,954.0070000000006,0.0,0.0,16594.732162475586,,,,,,,,,,,,,,,,,,,,,336.48163756223533,161.37021769471505,548.9710566045344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,18.0,0.0,0.0,5762.0,6.0,1166.0,110498.0,0.1,953.8000000000011,0.0,0.0,16674.791996240616,,,,,,,,,,,,,,,,,,,,,336.8403918642871,158.54693548448793,562.1678766717073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,18.0,0.0,0.0,6942.0,7.0,1180.0,111678.0,0.1,952.4000000000013,0.0,0.0,16755.50071835518,,,,,,,,,,,,,,,,,,,,,321.5180408905785,163.99914833175646,574.1564504936538,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,18.0,0.0,0.0,8111.0,8.0,1169.0,112847.0,0.1,911.1000000000012,0.0,0.0,16835.380880832672,,,,,,,,,,,,,,,,,,,,,331.5918462964701,142.34528443378687,524.5176424466767,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,18.0,0.0,0.0,8199.0,9.0,88.0,112935.0,0.1,50.507,0.0,0.0,16841.43155646324,,,,,,,,,,,,,,,,,,,,,19.9703526888627,15.438669292097874,48.84725462537621,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,18.0,0.0,0.0,8430.0,10.0,231.0,113166.0,0.1,176.408,0.0,0.0,16857.474689006805,,,,,,,,,,,,,,,,,,,,,77.10018799394774,50.43304140775706,158.91552871530016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,18.0,0.0,0.0,9566.0,11.0,1136.0,114302.0,0.1,833.8000000000011,0.0,0.0,16935.49785709381,,,,,,,,,,,,,,,,,,,,,286.764293031509,144.7336463613494,509.0533607844133,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,18.0,0.0,0.0,9933.0,12.0,367.0,114669.0,0.1,279.60599999999994,0.0,0.0,16960.968381643295,,,,,,,,,,,,,,,,,,,,,118.47535247710758,67.98629690447635,236.59850605450464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,19.0,0.0,0.0,999.0,1.0,999.0,115668.0,0.1,785.4080000000008,0.0,0.0,18009.885579824448,,,,,,,,,,,,,,,,,,,,,273.6829596594812,154.66243406461766,513.0242587935054,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,19.0,0.0,0.0,2119.0,2.0,1120.0,116788.0,0.1,858.4060000000013,0.0,0.0,18086.36963200569,,,,,,,,,,,,,,,,,,,,,295.64299762281837,151.02744325156627,528.3419983170791,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,19.0,0.0,0.0,3183.0,3.0,1064.0,117852.0,0.1,839.3060000000012,0.0,0.0,18159.06760954857,,,,,,,,,,,,,,,,,,,,,302.8018779452185,148.9205225908122,518.1606049155133,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,19.0,0.0,0.0,3487.0,4.0,304.0,118156.0,0.1,205.2059999999999,0.0,0.0,18180.02378511429,,,,,,,,,,,,,,,,,,,,,87.00733381396422,55.88542895449379,179.1138190448256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,19.0,0.0,0.0,4637.0,5.0,1150.0,119306.0,0.1,914.7000000000013,0.0,0.0,18259.184920072556,,,,,,,,,,,,,,,,,,,,,326.3723525281149,151.6020750544139,540.4521584574236,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,19.0,0.0,0.0,5815.0,6.0,1178.0,120484.0,0.1,955.1000000000008,0.0,0.0,18339.982346057892,,,,,,,,,,,,,,,,,,,,,341.788078501211,160.436324934249,553.5802504462148,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,19.0,0.0,0.0,6964.0,7.0,1149.0,121633.0,0.1,957.9000000000004,0.0,0.0,18418.649951934814,,,,,,,,,,,,,,,,,,,,,332.60104694246013,169.85852615527216,576.8946093872773,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,19.0,0.0,0.0,8129.0,8.0,1165.0,122798.0,0.1,924.6000000000017,0.0,0.0,18498.132165670395,,,,,,,,,,,,,,,,,,,,,333.5129457075009,153.2533218102542,537.4006409253744,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,20.0,0.0,0.0,0.0,0.0,1087.0,123885.0,0.1,917.9060000000004,0.0,0.0,19845.51393175125,,,,,,,,,4.733454,0.76561946,6.602101,3.937064,,,,,107.28804,63.725677,361.2338,19.53842,320.9263723966457,164.10139701547558,570.1988607274392,0.001,1.0288601,0.0,1.0288601,1.0288601,4.163336342344337e-17,0.9999999993928703,9.057480610854233,-9.390437961207159,157.9132,21.961802,198.18896,-32.745342,4.788758,0.70543474,6.490799,4.0337005,-0.04434651,0.062411305,0.12265042,-0.086349234,167.21086929757035,28.383338435505177,205.41053111788983,-6.792654625229548,0.36143222,0.0,0.36143222,0.36143222,1.2207711,2.4004471,531.64,6.5436395e-24,1.0136863,0.18063965,1.2,0.8
340,20.0,0.0,0.0,1188.0,1.0,1188.0,125073.0,0.1,945.6000000000013,0.0,0.0,19971.839119434357,,,,,,,,,,,,,,,,,,,,,324.2812979427074,160.46323069194304,561.4762089858245,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,20.0,0.0,0.0,1940.0,2.0,752.0,125825.0,0.1,573.3050000000006,0.0,0.0,20023.763767957687,,,,,,,,,,,,,,,,,,,,,219.414311096083,116.4553613498526,409.1232754834368,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,20.0,0.0,0.0,3110.0,3.0,1170.0,126995.0,0.1,948.3000000000011,0.0,0.0,20103.877058506012,,,,,,,,,,,,,,,,,,,,,332.92392705383736,160.33416705993295,559.8982419326326,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,20.0,0.0,0.0,3937.0,4.0,827.0,127822.0,0.1,647.9080000000009,0.0,0.0,20160.95227789879,,,,,,,,,,,,,,,,,,,,,241.40777075344826,138.6805832465176,449.1616477206916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
